Unnamed: 0,Tweet,len,metrics,source
596,h o w   m i d   b a t m a n   m o v i   t h e   e n t i r   f i l m   b a t m a n   i m p a c t   g o t h a m   b a t m a n   i m p a c t   e v e r y t h   j o k e r   r e s p o n s   b a t m a n   o n e   b e s t   a n t a g o n i s t s h i p   i t   g e t   b a t m a n   i d e o l o g   m o r a l   s t r u g g l   s p o t,174,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
597,h o p e   c a m e r o n   m o n a g h a n   p l a y   t h e   j o k e r   w h e t h e r   a n o t h   t v   s h o w   m o v i,72,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
598,w i t h   l o w   b u d g e t   w b   w o u l d   m a k e   l o t   m o n e y   r e l e a s   t h e a t r   4   h o u r   m o v i   j o k e r   r e a l l i   s m a l l   b u d g e t   b e c a m   p r o f i t   c o m i c   b o o k   m o v i   t h a t   c o n c l u d   m a y b   t h i n k   w o u l d   m a k e   b i l l i o n   d o l l a r,187,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
599,t h i   w h o l e   m o v i   g e t   b a t m a n   s a y   h a t e   j o k e r,43,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
600,t h e   l a s t   m o v i   i   s a w   j o k e r   h t t p   c o   3 j 9 d c 2 u l 1,46,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
601,t h i n k   1   p p l   a c t u a l   l i k e   e n e r g i   p p l   t h o u g h t   j o k e r   m o v i   d e e p   i n s i g h t,72,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter Web App
602,l i k e   f r i e n d   e s s a y   j o k e r   m o v i   c o m p a r i s o n   o n e   p a g e   h t t p   c o   9 v u q y 6 e q l p,70,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
603,l i k e   j o a q u i n   p h o e n i x   j o k e r   f i n e   t b h   l i k e   m o v i   m u c h,51,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
604,j o k e r   m o v i   r e v i e w   i   w a n t   j o k e r   b a t m a n   b r o t h e r   h t t p   c o   b f t t 1 r y 4 l o,68,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Revive Social App
605,z a c k   d e a t h s t r o k   l e x   j l   s h o o t   2 0 1 6   s u r p r i s   a l s o   p r o b a b l   w a n t   a d d   t h e   j o k e r   m o v i   w h a t   p r o b l e m   a n y w a y   t h e   f a n   w o r k   h a r d   g o t   w a n t   m y s e l f   i n c l u d,155,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}",Twitter for Android
606,a n y o n   t e l l   f a v   m o v i   j o k e r   g o   b a r k   d u m b   f a c e,49,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}",Twitter for iPhone
607,t h e y   a d   j a r e   l e t o   j o k e r   w a y   i n v o l v   e v e n   p r o c e s s   n e w   m o v i   c u t,68,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",Twitter Web App
608,j o k e r   m o v i   c o n n o i s s e u r,23,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for Android
609,s a w   n e w   j o k e r   m o v i   l o l   h t t p   c o   v 9 3 v 2 c o 5 b,43,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
610,t o d a y   i   d e c i d   r e v i e w   f a v o r i t   m o v e   j o k e r   t h i   f i l m   b l a c k   p a n t h e r   t h i   m o v i   e m p o w   i t   h e l p   g e t   r e j e c t   f e m a l   k n o w n   v e r o n i c a   r a t h e r   d a t e   c h a d   i n s t e a d   t r u e   g e n t e l m e n   w o u l d   t r e a t   w e l l   a m a z   c i n e m a t o g r a p h i,213,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web App
611,l o l   n e e d   j o k e r   m o v i   r i g h t   n i k o   b o u r n   2,40,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Twitter for iPhone
612,i   g e t   a m p a   s h o w n   m o v i   l i k e   g r e e n   b o o k   b o r a p   j o k e r   v i c e   e t c   a w a r d   w a n t   a w a r d   d e s p i t   c r i t i c   s a y   s t i l l   l e a s t   6 0   r a n g   h o w   e n o u g h   s u p p o r t   w i n   m o v i   2 0,152,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone
613,c h e c k   j o k e r   d a r k   k n i g h t   m o v i   d a h   0 2 4   d y n a m   8   c t i o n   h e r o   p x   b e a s t   k i n g d o m   h t t p   c o   x k k i e i 9 e p 0   v i a,101,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
614,t h o u g h t   r e a l   j o k e r   m o v i   r e a l i z,32,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}",Twitter for iPhone
615,t h e r e   c a n n o t   t r u e   d c   f a n   e x c i t   m o v i   s u p e r m a n   b a t m a n   w w   f l a s h   a q u a m a n   c y b o r g   j o k e r   d a r k s e i d   l e x   a m p   m u c h   i t   b i g g e s t   d c   e v e n t   m o v i   w h e t h e r   u   l i k e   g o   l o v e   m i l l i o n   w b   i s n t   r e l e a s   b t w   a t t,194,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}",Twitter for Android
616,m o v i   j o k e r   g a y   c a t b o y,22,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",Twitter Web App
617,i   s a i d   s o m e t h   l i k e   w i f e   c o u p l   w e e k   a g o   l i k e   t h e   j o k e r   w r o n g   m o v i   s t u p i d,77,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter Web App
618,a d u l t   m a n   s a y   f a v o r i t   m o v i   j o k e r   f i g h t   c l u b   h a n g o v   b l a d e   r u n n e r   m a r v e l   m o v i   h t t p   c o   u y f 7 y a l 6 f z,104,"{'retweet_count': 6, 'reply_count': 3, 'like_count': 42, 'quote_count': 0}",Twitter Web App
619,r e m e m b   p e o p l   w e n t   b a t s h   c r a z i   j o k e r   c a m e   i t   b e c u z   p e o p l   w o r r i   w o u l d   i n c i t   v i o l e n c   t h e   f e a r   g o o d   m o v i   g o   2   b o x   o f f i c   t h i   t i m e   w o m e n   m e d i a   c o m p l a i n   a m p   f e l t   e n t i t l   2   m o v i   s u c c e s s,199,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
620,j o k e r   e v e n   m o v i,16,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
621,i   f e e l   l i k e   u p d a t   g o n n a   h a p p e n   t u e s d a y   j o k e r   b u n d l   s u p p o s   r e a l i z   d a y   a l s o   i   f e e l   l i k e   e p i c   m a k e   t a s k   m a s t e r   s k i n   w h e n e v   b l a c k   w i d o w   m o v i   c o m e   h t t p   c o   b k w c k g h r g d,170,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web App
622,c h u   k e   s a r d a r   h a i n   y e   j o k e r   m o v i   c o r r u p t   d i s h o n e s t   c r u e l   c o m m u n   t u r n   g o o d   w i l l   p e r s o n   a n a r c h i s t   a r e   s a y   s i t u a t   h t t p   c o   x r p r f l i s h m,143,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
623,c h a r a c t   m o v i   i   c o u l d   s e e   j o h n n i   d e p p   p l a y   n o t   s a y   i   w a n t   c h a r a c t   m o v i   i   t h i n k   p l a y   c h a r a c t   w e l l   r u m p l e s t i l t s k i n   a n t a g o n i s t   m a l e f i c   m o v i   t h e   j o k e r   l i g h t   y a g a m i   s a n j i   u l q u i o r r a,193,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
624,i   d o n t   p r o b l e m   m o v i   a   m o v i   j o k e r   h a r l e y   m a y b   s i r e n   s i c k   i d e a   i m o,68,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android
625,j o k e r   k n o c k   w a k e   r o o m   p i a n o   t e l e v i s   o b j e c t   h e   l o o k   t v   s e e   m o v i   c a l l   j o k e r   h e   l o o k   m o v i   l a u g h   l o o k   t v   l o o k   h e   l o o k   t v   l a u g h,141,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 8, 'quote_count': 0}",Joker's Bot
626,j o u r n a l i s t   w a n t   t r u m p   a c t u a l   c o u p   e v e n   w e t   i d e a   s o m e o n   s h o o t   m o v i   t h e a t r   s h o w   j o k e r,93,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",TweetDeck
627,g l e n n b e c k   b l a z e t v   s t u d o e s a m e r i c a   t h e   b a t m a n   t r i l o g   l a y e r   m o v i   t o d a y   g b   i   f o u n d   n e w   l a y e r   t h e   j o k e r   g o p   t r u m p   l a w y e r   m o b   m o n e y   a c t u a l   g l e n n   g o p   d o n a t   h t t p   c o   t o e k 5 d b d 5 g,180,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
628,g r e a t   m o v i   j o k e r   b t w   s a y   p v t   c o w b o y   l a t r i n,44,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
629,b i r d   l o o k   l i k e   r e a d i   a u d i t   n e x t   j o k e r   m o v i,47,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
630,w o u l d   c o o l   s e e   m o v i   h a r l e y   q u i n n   j o k e r   d a u g h t e r   l u c i,53,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for Android
631,c l o w n   a p p   a c t u a l   p l e n t i   a b e g   a u d i t   n e x t   j o k e r   m o v i,57,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 6, 'quote_count': 0}",Twitter for Android
632,j o k e r   m o v i   r e m i n d   b r i t i s h,27,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Cheap Bots, Done Quick!"
633,y e   s h e r l o c k   d o c t o r   j a n u   b a c k   b a c k   p o s e   m o v i   t o d a y   w e l l   a l s o   j a n u   h e a d   w a l l   f i r s t   e p i s o d   h e l s t r o m   h u l u   c a m e   j a n u   g e m i n i   m a n   t w o   f a c e   t w o   s i d e   c o i n   b a t m a n   j o k e r   c h a o   i n s a n   h t t p   c o   g m u 1 y o r d z,200,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
634,s o d a   s t r e a m   i d f   r a y t h e o n   d a t a   m i n e   h e z b o l l a h   j o k e r   m o v i,58,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter Web App
635,j o k e r   s u p e r   h e r o   m o v i   i   w a y   m u c h   f u n   e d i t   r e n d e r   h t t p   c o   p j 8 p 5 v y 7 m r,73,"{'retweet_count': 5, 'reply_count': 9, 'like_count': 51, 'quote_count': 0}",Twitter Web App
636,i   n e e d   b a t m a n   j o k e r   m o v i   r e a l   a c t o r   l o o k   c r a z i   a n i m   b a t m a n   m o v i,71,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
637,l i k e   t h t   m o v i   j o k e r   c a u s   m a k e   l o o k   l i k e   c l o w n   m o v i   b   l a u g h   r e a s o n   l m a o o o o   l m a o,80,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
638,i s   j o k e r   m o v i,14,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
639,t h e   j o k e r   g o o d   m o v i   o n e   i   w a t c h   t w i c e   h t t p   c o   m l x w g g v z t z,58,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
640,t o   c l e a r   i   s a i d   d c   u n i v e r s   b e t t e r   a m p   r i g o r   m a r v e l   m a r v e l   r e s e t   m a n i   t i m e   m e s s   t i m e l i n   t h a t   s a i d   m a r v e l   k i l l   m o v i   b u t   d c   r e s p o n s   b e s t   c o m i c   b o o k   m o v i   e v e r   d a r k   k n i g h t   j o k e r   a m a z   h t t p   c o   e g 8 r n y s 4 f v,219,"{'retweet_count': 0, 'reply_count': 4, 'like_count': 14, 'quote_count': 0}",Twitter Web App
641,e v e r i   m o n t h   b r a i n   r e m e m b   m e n   c o m p a r   j o k e r   m o v i   c a m e,59,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
642,o n e   s h o t   j o h n   w r i t e   s u r e   n e e d   y e a r   b r e a k   j o k e r   m o v i   a n i m   f i l m   r o u g h l i   e v e r i   b a t m a n   s t o r i   p a s t   y e a r   n e e d   b r e a k   m a n,123,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
643,i f   s c a r   b a c k s t o r i   m o v i   l i k e   j o k e r   i   b e t   h a p p i   c a m p e r,54,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
644,r e v i e w   w h e n   y o u r   w o u l d   b e   c o n t e n d   i s   l e s s   i n s i g h t   a n d   h o n e s t   a b o u t   t h e   s t a t e   o f   t h e   w o r l d   t h a n   t h e   d u k e   o f   h a z z a r d   m o v i   a n d   j o k e r   t h a t   a   p r o b l e m   v i a   h t t p   c o   0 q f e k b o u d q,175,"{'retweet_count': 7, 'reply_count': 6, 'like_count': 36, 'quote_count': 1}",Twitter Web App
645,i t   g o o d   t h i n g   j o k e r   2 0 1 9   i s n t   c o m i c   b o o k   m o v i,47,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",TweetDeck
646,i t   w a s t   m o n e y   a m p   t i m e   m o v i   f u l l   s h i t   e x c e p t   s h a r a d   k e l k a r   p e r f o r m   l i k e   t e e   m a a r   k h a n   a m p   j o k e r,103,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
647,i   t h i n k   a n y o n   w a t c h   j o k e r   m o v i   o v e r a l   o p i n i o n   p p l   m e n t a l   i l l   c h a n g   m u c h   i t   f i c t i o n   s t o r i   f i c t i o n   g u y   w h o l e   d e a l   c o m p l e t   i n s a n   s h o u l d   c o n d e m n   d a r k   k n i g h t   w e l l,176,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",Twitter for Android
648,w h e n   i   s a w   j o k e r   m o v i   i   f e l t   l i k e   i   w a t c h   d a d   s c r e e n   n o t   l o o k   s t r i k i n g l i   s i m i l a r   j o a q u i n   p h o e n i x   a m a z   t h e a t r i c   a c t o r   w e l l   t h e   s c e n e   s t a i r   f a v o r i t   p a r t   i   r e c r e a t   h t t p   c o   m v h k l a y g k,192,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App
649,y e   f e e l   s o r r i   m o v i   j o k e r   r e a l   l i f e   o n e,40,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for Android
650,u n d e r s t a n d   l i n e   j o k e r   m o v i   m a k e   j o k e   p e t e r   d r e s s   j o k e r   b a n n e r   a c t u a l   t r i   c a l l   p e t e r   m e n t a l   i l l   l o n e r   i n s u l t,123,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
651,a n d   p o i n t   r e a l l i   w a n t   s t o p   o v e r c o m m o d i f i   j o k e r   m a y b   s t o p   b u y   s t u f f   i t   b a d   e n o u g h   m o v i   m a d e   m u c h   m o n e y,109,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for Android
652,a f t e r   o b s e s s   w a t c h   m o v i   i   c o m e   r e a l i z   b a t m a n   s h i t   w i t h   s a i d   a n y o n   k n o w   g o o d   c o v e r   t a t t o o   a r t i s t   a t l a n t a   a r e a   i   n e e d   t a t t o o   g o n e   h t t p   c o   p q h k d g e g f 5,158,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 13, 'quote_count': 0}",Twitter for Android
653,o h   a r n a b   j o k e r   s e e n   m o v i,25,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web App
654,s o   s i c k   j o k e r   c r a p   g i v e   h a r l e y   q u i n n   i n f i n i t   i n t e r e s t   i u n n o   m a y b   i   j a d e   i u n n o   i   m e a n   m o v i   s o m e t h   g o o d   i   w a n t   o p e n   s c e n e   h a r l e y   b l o w   j o k e r   b r a i n   l a y   h a n d   f i g h t,181,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 4, 'quote_count': 0}",Twitter for Android
655,n i g h t   s a w   j o k e r   m o v i   b u n c h   m e t h   w r o t e,38,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 13, 'quote_count': 0}",Twitter for iPhone
656,t h i   c a l l   p e o p l   p o w e r   n o   t r p   g i v e   b e l i e v   p e o p l   e x p e c t   d e l h i   d a r b a r r i   j o u r n a l i s t   w o n t   g r e a t   s l e e p   t o d a y   t h i   r e m i n d   s c e n e   4 r m   j o k e r   m o v i   j a i   h i n d   h t t p   c o   o k t n j k i n t h,177,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
657,i   p a y   a t t e n t   j o k e r   a c t o r   m u c h   i   h e a r d   m o v i   g o o d,52,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
658,i   m e a n   y e a h   t h e   d a r k   k n i g h t   m o v i   h e a t h   l e d g e r   j o k e r   r e g a r d   l i k e   b e s t   s u p e r h e r o   f i l m   e v e r,91,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for Android
659,o u t s i d   j o k e r   o b v i o u s   b e s t   m o v i   v i l l a i n,42,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
660,g r e a t   m o v i   h a v e   s e e n   j o k e r   l o t   s i m i l a r,44,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Twitter Web App
661,s t a r t   t e a r   m a n   t h i n g   h a p p e n   j o k e r   m o v i   l i k e   e h   e n d   t i m e   p r o g r e s s   r e a l i z   f u c k   i n t r i c   r e a l l i,108,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 18, 'quote_count': 0}",Twitter for iPhone
662,o r d e r   p r e p a r   r o l e   i n s a n   m e n t a l   d i s t u r b   p e r s o n   m o v i   j o k e r   j o a q u i n   p h o e n i x   s p e n t   6   m o n t h   s a y   k p o p   g r o u p   g e t   m i l l i o n   v i e w   m v   t e n   t h o u s a n d   a l b u m   s a l e   p e r   c o m e b a c k   f l o p,181,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Twitter Web App
663,f o r   r e a s o n   e v e r i   t i m e   i   o p e n   h b o   m a x   a p p   j o k e r   m o v i   s t u c k   s c e n e   k i l l   w a l l   s t r e e t   b r o   l o l   t h i n k   i   p i c k   b a c k   e v e r i   s i n g l   t i m e   b u g   p l e a s   f i x   h t t p   c o   q z s 3 f t h m h g,162,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter Web App
664,m o v i   u n d e r p e r f o r m   d e s t r o y   c r i t i c   l e t o   b r a n d   w o r s t   j o k e r   i n s t e a d   a c a d e m i   a w a r d   w i n n e r   l e f t   d a v i d   a y e r   d e f e n d   c a s t   s t a y   s i l e n t   2   2,138,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 18, 'quote_count': 0}",Twitter for iPhone
665,r e m e m b   e v e r y o n   m e d i a   t h o u g h t   m o v i   j o k e r   g o n n a   c a u s   s h o o t   s o m e t h,74,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 6, 'quote_count': 0}",Twitter Web App
666,j o k e r   w o u l d   l i k e   s a y   h e l l o   a n d   q u i e t   p l a c e   i m p o r t a n t l i   s l e e p e r   h i t   r a r e r   m o v i   i n d u s t r i   d e v e l o p   p o i n t   n e w   t h i n g   h a r d e r   f i n d   w e   m a d e   n e w   m o v i   f a s t e r   c o u l d   d e v e l o p   r o o m   n e w   m o v i   b u t   r i g h t,193,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
667,w o w   o v e r   2 5   t h i n g   s o m e o n   c a u g h t   i n   j o k e r   m o v i   b y   w a t c h   i t   i n   s l o w   m o   h t t p   c o   u d e c r 8 u 1 u t,94,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
668,w h i   s e r i o u   h t t p   c o   g t x q q 9 y 5 q r,31,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
669,f a v   m o v i   s e r i   t h e   h a u n t   1   2   u n c u t   g e m   f o r d   v   f e r a r r i   g o t   j o k e r   d l l   f a v   s o n g   s w e e t   c h i l d   m i n e   p e r f e c t   m a r o o n   5   b r u n o   m a r   e d   s h e e r a n   w e s t l i f   d l l,151,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
670,j o k e r   l i k e   m a k e   m o v i   t r i   s a y   s o m e t h   a c t u a l   s a y   n o t h,66,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
671,y e   s p e c i f   j o k e r   l e g o   b a t m a n   m o v i   i t   b u g   y e a r   l i s t e n   o l d   u n p o p   n e t w o r k   s h o w   i   h e l p   b r i n g,105,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for Android
672,d i s c o r d   m f   l i k e   e n t i r   j o k e r   m o v i   q u a l i t i   h t t p   c o   l o e j f c 6 d 2,63,"{'retweet_count': 3, 'reply_count': 3, 'like_count': 36, 'quote_count': 2}",Twitter for Android
673,ح م ا_ا ا_ا ا س   t h e   j o k e r   b e s t   m o v i   e v e r   b e s t   a c t o r   e v e r   h t t p   c o   g z c h v q v 9 z d,70,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Twitter for Android
674,t a l k   m o v i   t a l k   e n t i r   m y t h o   m y t h o   c h a r a c t   c o m p l e t   u n r e l a t   n o n   p s y c h o p a t h   j o a q u i n   p h o e n i x   j o k e r   l i t e r   n e w   a d d i t   m y t h o   c h a r a c t,153,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter Web App
675,h e y   g u y   y a   e v e r i   n o t i c   s o u n d   l i k e   j o k e r   l e g o   b a t m a n   m o v i,61,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for Android
676,i   e n t i r   j o k e r   2 0 1 9   m o v i   s a v e   p h o n e   i   n e v e r   w a t c h   g e t   p e r m i s s   y e   n e e d   p e r m i s s   m o v i   d o n t   a s k,104,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
677,m y   t a k e a w a y   f r o m   j o k e r   m o v i   h t t p   c o   d 8 g j h g u o d f,48,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
678,a h h   y e   m y   f a v o r i t   q u o t   j o k e r   m o v i   h t t p   c o   a g i 6 m h h j j h,57,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 6, 'quote_count': 0}",Twitter for Android
679,h e   p r e t t i   g o o d   a c t o r   b a n d   m a k e   d e c e n t   m u s i c   i   e x c i t   c a s t   j o k e r   l o o k   w r o n g   c h a r a c t   k i n d a   t h r o w   a w a y   m o v i   s t i l l   c o m e   l o n g   w a y   t e e n   d r a m a   c l a i r   d a i n,154,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
680,j o k e r   b a d   m o v i   c h a n g   m i n d,27,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 5, 'quote_count': 1}",Twitter for Android
681,t h a t   j o k e r   m o v i,16,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
682,a   m o v i   b a d   p o p u l a r   j o k e r   g o t   g o l d e n   l i o n   g o d   s a k e   t r e a t   b a d   f i l m   m a d e   m o n e y   p l a i n   z o o m e r   c o n t r a r i a n   a c t i t u d,112,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web App
683,d o n   w o r r i   m a r t i   i   k n o w   p e r s o n a   5   s e e n   j o k e r   m o v i   y e t   i,55,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone
684,w h e n   b i g   d e b u t   g c   m o v i   t h a t   s t a r   c a r l a   g u g i n o   c a t w o m a n   a m p   m a r g o t   r o b b i   h a r l e y   q u i n n   f i g h t   b i r d   p r e y   l e a d   m a d   l o v e   m o v i   h a r l e y   f i g h t   j o k e r   a m p   p u n c h l i n   h t t p   c o   l n j x h r d i u v,183,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 6, 'quote_count': 0}",Twitter for Android
685,o m g   i   u n d e r s t a n d   t o o k   w a t c h   m o v i,33,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone
686,7 0 9 2 2   m o v i   t h e   m a n o r   n e w   f a c t o r i   b o x   r a r e   s e t   h t t p   c o   i a 4 j z w p 7 g v   h t t p   c o   a z a k 7 m q g y m,86,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Racing Snail Post Service
687,i   w a t c h   n e w   j o k e r   m o v i   c o u p l   m o n t h   a g o   o k   i   g u e s s   d i g   l i t t l   d e e p e r   b u t   i   w o u l d   l o v e   s e e   j a c k   n i c h o l s o n   g o   f u l l   f u c k   m e n t a l   c h a r a c t   r e a l l i   e x p l o r   y e a   b e s t   j o k e r   e v e r   l t   3   h t t p   c o   r 4 n j w r z a c c,202,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
688,b a t p o d   c h a s e   j o k e r   a r r e s t   s c e n e   t h e   d a r k   k n i g h t   2 0 0 8   m o v i   c l i p   4 k   h t t p   c o   i l 5 j h r j m c g,88,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
689,h e   s o u n d   l i k e   a u d i t   p l a y   j o k e r   n e x t   m o v i   h t t p   c o   v g 5 z y i k a u c,68,"{'retweet_count': 1, 'reply_count': 3, 'like_count': 3, 'quote_count': 0}",Twitter for iPhone
690,m a   n e e d   t a k e   p p l   s e r i o u s   l e t   g e t   j e a l o u   a m p   w a y   n o t h   j o k e r   m a k e   p p l   l a u g h   f o o l i s h   j o k e   e v e n   a k s h a y   c o u l d   m a k e   p p l   l a u g h   m o v i   t w i n k l   b o m b   j o k e r,152,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
